patente;tipo;bloqueante;veredicto;fecha_correcta;tiene_la_base;calza;evidencia
TGGF-60;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 24 de marzo de 2026 | CERTIFICADO DE AUSENCIA DE CODIGOS DE | FALLA DEL ECM DEL CAMION."
TGGF-60;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TGGF-60;cert_gancho;;NO DECLARA;SIN VENCIMIENTO;Wed Nov 10;si;"E.L.D. EUROPEAN LIFTING DEVICES | divisione della Feat Group SpA | Uffici amministrativi: 23842 Bosisio Parini (Lc) Italy – Via Dei Livelli – Tel. (031) 3581411"
TGGF-60;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-60;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TGGF-60;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Thu Apr 22;si;"VITACORA DE NEUMATICOS | EQUIPO Camion pluma KILOMETRAJE 16713 | FECHA 22/04/2026 HOROMETRO 1274"
TGGF-60;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Mar 26;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : CAMION VOLVO | PATENTE : TGGF-60"
TGGF-60;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 20 de marzo de 2026 | CERTIFICADO DE MANTENCION REALIZADA AL | SISTEMA HIDRAULICO DE LA PLUMA"
TGGF-60;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 24 de marzo de 2026 | CERTIFICADO DE MANTENCION DE AIRE | ACONDICIONADO"
TGGF-60;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 29 de marzo de 2026 | CERTIFICADO DE OPERATIVIDAD DEL EQUIPO | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
TGGF-60;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TG-GF60-4"
TGGF-60;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Mon Sep 07;si;"!GED 5-pA. | FECHA | CAA'INO A. CHIU.CH U ""6. S11'!0 N lO 01 MARZO 2026"
TGGF-60;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TGGF-60;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TGGF-60;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 24 de marzo de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | TACOGRAFO"
TGGF-60;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 29 de marzo de 2026 | CERTIFICADO DE TORQUE | Pillado y Compañía Limitada, Rut 77.316.540-8, certifica que el siguiente vehículo"
TRDP-96;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Mon Sep 07;si;"i;rDScA | FECHA (!l~~j!l | c.v,1-.01.c.-.1UC111.,.u.f, S""O""-XI"
TRDP-96;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TRDP-96;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-96;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, viernes, 27 de septiembre de 2024 | CERTIFICADO DE INSTALACIÓN | Mediante el presente, TrackTec S.A. RUT: 76.032.475-2, certifica que el cliente:"
TRDP-96;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-96;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-96;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PM CHILE S.P.A. REVISIÓN CERTIFICADA | Cliente Grúa PM Modelo N° de Serie Certificado por PPU | Pillado PM28525 G12408092421 Cristian Pino TRDP96"
TRDP-96;padron;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO | CIVIL E IDENTIFICACIÓN | REPUBLICA DE CHILE"
TRDP-96;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-DP96-5"
TRDP-96;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Mon Sep 07;si;"G<DSOA | FECHA | C.W4h0 A 0,,U-CMIU U6 smo N lO ~--~"
TRDP-96;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TRDP-96;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRDP-97;aire_acondicionado;;ILEGIBLE;;Sat Jun 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;analisis_gases;;ILEGIBLE;;Fri Feb 26;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 30 de marzo de 2026 | CERTIFICADO DE AUSENCIA DE CODIGOS DE | FALLA DEL ECM DEL CAMION."
TRDP-97;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Volvo Chile SPA. | CERTIFICADO | VOLVO COMMERCIAL VEHICLES AND CONSTRUCCION EQUIPMENT SOUTH"
TRDP-97;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"01 de julio del 2026 | CERTIFICADO DE SERVICIO GPS | Mediante el presente, se certifica que el cliente Pillado y Compañía Limitada RUT"
TRDP-97;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Tue Sep 02;si;"Informe Nº : HID-135-2024 | CERTIFICADO DE HERMETICIDAD OT Nº : 2001 | Nº Registro : CE268 Y PRUEBA HIDROESTATICA"
TRDP-97;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Fri Apr 16;si;"VITACORA DE NEUMATICOS | EQUIPO KILOMETRAJE 20651 | FECHA 16/04/2026 HOROMETRO 1210"
TRDP-97;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Sun Jul 25;si;"CERTIFICADO INSTALACION LAMINA DE SEGURIDAD | EQUIPO : VOLVO | SERIE : E603548"
TRDP-97;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 26 de marzo de 2026 | CERTIFICADO DE MANTENCION REALIZADA AL | SISTEMA HIDRAULICO DE LA BOMBA"
TRDP-97;mantencion;;ILEGIBLE;;Fri Jul 02;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;operatividad;;ILEGIBLE;;Sat Jun 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;otra;SI;ILEGIBLE;;Fri Feb 26;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;padron;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"SERVICIO DE REGISTRO | CIVIL E IDENTIFICACIÓN | REPUBLICA DE CHILE"
TRDP-97;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-DP97-3"
TRDP-97;revision_tecnica;SI;ILEGIBLE;;Fri Feb 26;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRDP-97;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TRDP-97;sist_riego;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 26 de marzo de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | SISTEMA DE REGADIO"
TRDP-97;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRDP-97;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 26 de marzo de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | TACOGRAFO"
TRDP-97;torque_ruedas;;ILEGIBLE;;Sat Jun 12;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-13;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Mon Nov 02;si;"• | ♦ | GED SpA FECHA"
TRSS-13;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 11 de noviembre de 2024 | CERTIFICADO | SEGURIDAD DE CABINA"
TRSS-13;gps;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-13;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-13;mantencion;;NO DECLARA;SIN VENCIMIENTO;Wed May 05;si;"Calama, 05 mayo de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
TRSS-13;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 11 de noviembre de 2024 | CERTIFICADO | VALIDACIONES ESPECIALES"
TRSS-13;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-SS13-1"
TRSS-13;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Mon Nov 02;si;"• GED SpA | k FECHA 446, SITIO N 30 CAMINO A CHIU-CHIU | 02 MAYO 2026"
TRSS-13;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PERMANENTEMENTE AL VEHÍCULO"
TRSS-13;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRSS-13;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-14;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-14;ficha_tecnica;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"P 450 B 6x4 HZ | IMAGEN REFERENCIAL | MOTOR"
TRSS-14;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, martes, 19 de noviembre de 2024 | CERTIFICADO DE INSTALACIÓN | Mediante el presente, TrackTec S.A. RUT: 76.032.475-2, certifica que el cliente:"
TRSS-14;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-14;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, diciembre 3 de 2024 | CERTIFICADO | VALIDACIONES ESPECIALES"
TRSS-14;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"25-11-2024 | CERTIFICADO DE | MANTENIMIENTO SCANIA"
TRSS-14;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"25-11-2024 | CERTIFICADO DE | OPERATIVIDAD SCANIA"
TRSS-14;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-SS14-K"
TRSS-14;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Thu Feb 11;si;",re~ | ·•~10101' | l""UCA f'AlCNTE"
TRSS-14;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TRSS-14;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRSS-14;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-15;analisis_gases;;ILEGIBLE;;Mon Feb 22;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-15;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 11 de noviembre de 2024 | CERTIFICADO | SEGURIDAD DE CABINA"
TRSS-15;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-15;gps;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-15;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-15;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"11-11-2024 | CERTIFICADO DE | MANTENIMIENTO SCANIA"
TRSS-15;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 11 de noviembre de 2024 | CERTIFICADO | VALIDACIONES ESPECIALES"
TRSS-15;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-SS15-8"
TRSS-15;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PERMANENTEMENTE AL VEHÍCULO"
TRSS-15;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRSS-15;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-16;aire_acondicionado;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 31;si;"PILLAD0 | EMPRESAS Coquimbo, 28 de octubre de 2025 | CERTIFICADO DE MANTENCION DE AIRE"
TRSS-16;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Sat Nov 07;si;"GEO SpA FECHA | CAMINO A CHIU-CHIU 446, SITIO N 30 08 MAYO 2026 | PLANTA AB0 PLACA PATENTE 221"
TRSS-16;ausencia_falla_ecm;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 31;si;"PILLAD0 | Coquimbo, 28 de octubre de 2025 EMPRESAS | CERTIFICADO DE AUSENCIA DE CODIGOS DE"
TRSS-16;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 11 de noviembre de 2024 | CERTIFICADO | SEGURIDAD DE CABINA"
TRSS-16;cert_gancho;;DECLARA;2027-02-12;Fri Feb 12;NO;"Fecha Vencimiento : 12/02/2027"
TRSS-16;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-16;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"03 de febrero del 2026 | CERTIFICADO DE SERVICIO GPS | Mediante el presente, se certifica que el cliente Pillado y Compañía Limitada RUT"
TRSS-16;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRSS-16;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Fri Apr 23;si;"VITACORA DE NEUMATICOS | EQUIPO Camion pluma KILOMETRAJE 15802 | FECHA 23/04/2026 HOROMETRO 634"
TRSS-16;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 23 de abril de 2026 | CERTIFICADO DE MANTENCION REALIZADA AL | SISTEMA HIDRAULICO DE LA PLUMA"
TRSS-16;mantencion;;NO DECLARA;SIN VENCIMIENTO;Sat Nov 20;si;"PM CHILE S.P.A. REVISIÓN CERTIFICADA | Cliente Grúa PM Modelo N° de Serie Certificado por PPU | Pillados PM28525 G12408082419 Cristian Pino TRSS16"
TRSS-16;operatividad;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 31;si;"PILLAD0 | Coquimbo, 29 de octubre de 2025 EMPRESSAS | CERTIFICADODE OPERATIVIDAD DEL EQUIPO"
TRSS-16;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-SS16-6"
TRSS-16;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Sat Nov 07;si;"GED SpA | FECHA | CAMINO A CHIU-CHIU 446, SITIO N 30"
TRSS-16;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PERMANENTEMENTE AL VEHÍCULO"
TRSS-16;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRSS-16;tacografo;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Coquimbo, 23 de abril de 2026 | CERTIFICADO DE FUNCIONAMIENTO DEL | TACOGRAFO"
TRSS-16;torque_ruedas;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 31;si;"PILLADO0 | EMPRESAS | Coquimbo, 27 de octubre de 2025"
TRST-57;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Thu Nov 26;si;". . -, | GEDSpA FECHA | CAMINO A CHIU-CHIU 446, SITIO N 30 26 MAYO 2026"
TRST-57;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 27 de noviembre de 2024 | CERTIFICADO | SEGURIDAD DE CABINA"
TRST-57;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-57;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"23 de diciembre del 2024 | CERTIFICADO DE SERVICIO GPS | Mediante el presente, se certifica que el cliente Pillado y Compañía Limitada RUT"
TRST-57;hermeticidad;SI;ILEGIBLE;;Fri Nov 05;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-57;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-57;inscripcion_sec;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"PAGINA 1 de 2 | Comprobante de Declaración de Camión Tanque de Transporte de | Combustibles Líquidos."
TRST-57;inventario_neumaticos;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, diciembre 17 de 2024 | CERTIFICADO | VALIDACIONES ESPECIALES"
TRST-57;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"VENTA E INSTALACIÓN DE CRISTALES | AUTOMOTRICES Y MAQUINARIAS PESADA | CERTIFICADO DE LAMINA DE SEGURIDAD"
TRST-57;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"EQUIPO CAMION TRANSPORTE DE COMBUSTIBLE | LIQUIDO DE 20 m 3 | PREPARADO POR:"
TRST-57;mantencion;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Pauta Mantención | Pauta de Mantenimiento Preventivo | S S M S S L"
TRST-57;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"23-12-2024 | CERTIFICADO DE | OPERATIVIDAD SCANIA"
TRST-57;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-ST57-K"
TRST-57;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Thu Nov 26;si;"GED SpA | FECHA | ~AMINO A CHIU-CHIU 446, SITIO N 30 26 MAYO 2026"
TRST-57;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TRST-57;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRST-57;tc8_sec;SI;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-57;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-58;analisis_gases;;NO DECLARA;SIN VENCIMIENTO;Sun Sep 27;si;"GED Sp~ FECHA | CAMINO A CHIU-CHIU 446, SITIO N 30 27 MARZO 2026 | PLACA PATENTE"
TRST-58;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-58;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"27 de noviembre del 2024 | CERTIFICADO DE SERVICIO GPS | Mediante el presente, se certifica que el cliente Pillado y Compañía Limitada RUT"
TRST-58;hermeticidad;;NO DECLARA;SIN VENCIMIENTO;Thu Oct 09;si;"Informe Nº : HID-150-2024 | CERTIFICADO DE HERMETICIDAD OT Nº : 1824 | Nº Registro : CE278 Y PRUEBA HIDROESTATICA"
TRST-58;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TRST-58;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"CERTIFICADO LAMINADO DE SEGURIDAD | 2025-18690 | Solicitante : SCANIA CHILE S.A."
TRST-58;mant_hidraulico;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"3 | MANUAL DE OPERACIÓN TANQUE 20 M | ALJIBE CON PRESURIZADO HIDRAULICO FABRICADO POR"
TRST-58;mantencion;;NO DECLARA;SIN VENCIMIENTO;Sat Mar 27;si;"Calama, 27 Marzo de 2026 | CERTIFICADO DE MANTENIMIENTO. | Por medio del presente documento se certifica que el equipo que a continuación se"
TRST-58;operatividad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"25-11-2024 | CERTIFICADO DE | OPERATIVIDAD SCANIA"
TRST-58;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TR-ST58-8"
TRST-58;revision_tecnica;SI;NO DECLARA;SIN VENCIMIENTO;Sun Sep 27;si;"'. | ' | GED SpA"
TRST-58;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TRST-58;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TRST-58;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TSTB-48;factura_compra;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TSTB-48;homologacion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TSTB-48;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TSTB-48;mantencion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TSTB-48;permiso_circulacion;SI;DECLARA;2027-03-31;Wed Mar 31;NO;"LA HIGUERA 2026 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 31/03/2027 TS-TB48-1"
TSTB-48;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783718-1 Póliza N°"
TSTB-48;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Mar 31;si;"IMPORTANTE: INFORMACION SOBRE ESTE SEGURO En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados a la indemnización que"
